## Name:ideal3_shmip
## Icon:0
# Points Count Value
5706 1.000000
# X pos Y pos
577.096183 -385.470346
577.096183 385.470346
578.096349 -385.615751
578.096349 385.615751
579.096516 -385.761026
579.096516 385.761026
580.096683 -385.906067
580.096683 385.906067
581.096849 -386.050332
581.096849 386.050332
582.097016 -386.194469
582.097016 386.194469
583.097183 -386.338477
583.097183 386.338477
584.097350 -386.482358
584.097350 386.482358
585.097516 -386.626110
585.097516 386.626110
586.097683 -386.769736
586.097683 386.769736
587.097850 -386.913098
587.097850 386.913098
588.098016 -387.055729
588.098016 387.055729
589.098183 -387.198235
589.098183 387.198235
590.098350 -387.340615
590.098350 387.340615
591.098516 -387.482869
591.098516 387.482869
592.098683 -387.624998
592.098683 387.624998
593.098850 -387.767003
593.098850 387.767003
594.099017 -387.908775
594.099017 387.908775
595.099183 -388.049801
595.099183 388.049801
596.099350 -388.190704
596.099350 388.190704
597.099517 -388.331484
597.099517 388.331484
598.099683 -388.472141
598.099683 388.472141
599.099850 -388.612676
599.099850 388.612676
600.100017 -388.753088
600.100017 388.753088
601.100183 -388.893355
601.100183 388.893355
602.100350 -389.032804
602.100350 389.032804
603.100517 -389.172132
603.100517 389.172132
604.100683 -389.311340
604.100683 389.311340
605.100850 -389.450428
605.100850 389.450428
606.101017 -389.589395
606.101017 389.589395
607.101184 -389.728243
607.101184 389.728243
608.101350 -389.866971
608.101350 389.866971
609.101517 -390.004988
609.101517 390.004988
610.101684 -390.142769
610.101684 390.142769
611.101850 -390.280432
611.101850 390.280432
612.102017 -390.417977
612.102017 390.417977
613.102184 -390.555404
613.102184 390.555404
614.102350 -390.692714
614.102350 390.692714
615.102517 -390.829907
615.102517 390.829907
616.102684 -390.966595
616.102684 390.966595
617.102850 -391.102855
617.102850 391.102855
618.103017 -391.239000
618.103017 391.239000
619.103184 -391.375029
619.103184 391.375029
620.103351 -391.510943
620.103351 391.510943
621.103517 -391.646742
621.103517 391.646742
622.103684 -391.782426
622.103684 391.782426
623.103851 -391.917863
623.103851 391.917863
624.104017 -392.052629
624.104017 392.052629
625.104184 -392.187281
625.104184 392.187281
626.104351 -392.321820
626.104351 392.321820
627.104517 -392.456246
627.104517 392.456246
628.104684 -392.590559
628.104684 392.590559
629.104851 -392.724760
629.104851 392.724760
630.105018 -392.858849
630.105018 392.858849
631.105184 -392.992319
631.105184 392.992319
632.105351 -393.125504
632.105351 393.125504
633.105518 -393.258578
633.105518 393.258578
634.105684 -393.391541
634.105684 393.391541
635.105851 -393.524394
635.105851 393.524394
636.106018 -393.657137
636.106018 393.657137
637.106184 -393.789770
637.106184 393.789770
638.106351 -393.922150
638.106351 393.922150
639.106518 -394.053892
639.106518 394.053892
640.106684 -394.185526
640.106684 394.185526
641.106851 -394.317051
641.106851 394.317051
642.107018 -394.448469
642.107018 394.448469
643.107185 -394.579778
643.107185 394.579778
644.107351 -394.710979
644.107351 394.710979
645.107518 -394.842073
645.107518 394.842073
646.107685 -394.972664
646.107685 394.972664
647.107851 -395.102882
647.107851 395.102882
648.108018 -395.232993
648.108018 395.232993
649.108185 -395.362999
649.108185 395.362999
650.108351 -395.492898
650.108351 395.492898
651.108518 -395.622692
651.108518 395.622692
652.108685 -395.752380
652.108685 395.752380
653.108851 -395.881963
