## Name:ideal3_shmip
## Icon:0
# Points Count Value
5706 1.000000
# X pos Y pos
653.108851 395.881963
654.109018 -396.010858
654.109018 396.010858
655.109185 -396.139578
655.109185 396.139578
656.109352 -396.268195
656.109352 396.268195
657.109518 -396.396708
657.109518 396.396708
658.109685 -396.525117
658.109685 396.525117
659.109852 -396.653423
659.109852 396.653423
660.110018 -396.781625
660.110018 396.781625
661.110185 -396.909660
661.110185 396.909660
662.110352 -397.037013
662.110352 397.037013
663.110518 -397.164263
663.110518 397.164263
664.110685 -397.291412
664.110685 397.291412
665.110852 -397.418460
665.110852 397.418460
666.111019 -397.545405
666.111019 397.545405
667.111185 -397.672250
667.111185 397.672250
668.111352 -397.798994
668.111352 397.798994
669.111519 -397.925497
669.111519 397.925497
670.111685 -398.051404
670.111685 398.051404
671.111852 -398.177212
671.111852 398.177212
672.112019 -398.302919
672.112019 398.302919
673.112185 -398.428527
673.112185 398.428527
674.112352 -398.554036
674.112352 398.554036
675.112519 -398.679446
675.112519 398.679446
676.112685 -398.804757
676.112685 398.804757
677.112852 -398.929813
677.112852 398.929813
678.113019 -399.054301
678.113019 399.054301
679.113186 -399.178690
679.113186 399.178690
680.113352 -399.302982
680.113352 399.302982
681.113519 -399.427177
681.113519 399.427177
682.113686 -399.551274
682.113686 399.551274
683.113852 -399.675274
683.113852 399.675274
684.114019 -399.799178
684.114019 399.799178
685.114186 -399.922869
685.114186 399.922869
686.114352 -400.045962
686.114352 400.045962
687.114519 -400.168959
687.114519 400.168959
688.114686 -400.291860
688.114686 400.291860
689.114852 -400.414666
689.114852 400.414666
690.115019 -400.537377
690.115019 400.537377
691.115186 -400.659993
691.115186 400.659993
692.115353 -400.782514
692.115353 400.782514
693.115519 -400.904920
693.115519 400.904920
694.115686 -401.026642
694.115686 401.026642
695.115853 -401.148271
695.115853 401.148271
696.116019 -401.269806
696.116019 401.269806
697.116186 -401.391248
697.116186 401.391248
698.116353 -401.512596
698.116353 401.512596
699.116519 -401.633852
699.116519 401.633852
700.116686 -401.755014
700.116686 401.755014
701.116853 -401.876084
701.116853 401.876084
702.117020 -401.996589
702.117020 401.996589
703.117186 -402.116873
703.117186 402.116873
704.117353 -402.237066
704.117353 402.237066
705.117520 -402.357167
705.117520 402.357167
706.117686 -402.477177
706.117686 402.477177
707.117853 -402.597096
707.117853 402.597096
708.118020 -402.716923
708.118020 402.716923
709.118186 -402.836660
709.118186 402.836660
710.118353 -402.956042
710.118353 402.956042
711.118520 -403.075005
711.118520 403.075005
712.118686 -403.193878
712.118686 403.193878
713.118853 -403.312662
713.118853 403.312662
714.119020 -403.431357
714.119020 403.431357
715.119187 -403.549962
715.119187 403.549962
716.119353 -403.668477
716.119353 403.668477
717.119520 -403.786904
717.119520 403.786904
718.119687 -403.905236
718.119687 403.905236
719.119853 -404.022901
719.119853 404.022901
720.120020 -404.140477
720.120020 404.140477
721.120187 -404.257966
721.120187 404.257966
722.120353 -404.375367
722.120353 404.375367
723.120520 -404.492681
723.120520 404.492681
724.120687 -404.609908
724.120687 404.609908
725.120853 -404.727047
725.120853 404.727047
726.121020 -404.844099
726.121020 404.844099
727.121187 -404.960787
727.121187 404.960787
728.121354 -405.077089
728.121354 405.077089
729.121520 -405.193305
729.121520 405.193305
730.121687 -405.309436
730.121687 405.309436
731.121854 -405.425480
731.121854 405.425480
732.122020 -405.541439
732.122020 405.541439
733.122187 -405.657312
733.122187 405.657312
734.122354 -405.773100
734.122354 405.773100
735.122520 -405.888803
735.122520 405.888803
736.122687 -406.003936
736.122687 406.003936
737.122854 -406.118901
737.122854 406.118901
738.123021 -406.233781
738.123021 406.233781
739.123187 -406.348577
739.123187 406.348577
740.123354 -406.463290
740.123354 406.463290
741.123521 -406.577919
741.123521 406.577919
742.123687 -406.692464
742.123687 406.692464
743.123854 -406.806925
743.123854 406.806925
744.124021 -406.921233
744.124021 406.921233
745.124187 -407.034967
745.124187 407.034967
746.124354 -407.148619
746.124354 407.148619
747.124521 -407.262188
747.124521 407.262188
748.124687 -407.375675
748.124687 407.375675
749.124854 -407.489080
749.124854 407.489080
750.125021 -407.602402
750.125021 407.602402
751.125188 -407.715643
751.125188 407.715643
752.125354 -407.828803
752.125354 407.828803
753.125521 -407.941714
753.125521 407.941714
754.125688 -408.054157
754.125688 408.054157
755.125854 -408.166520
755.125854 408.166520
756.126021 -408.278802
756.126021 408.278802
757.126188 -408.391003
757.126188 408.391003
758.126354 -408.503124
758.126354 408.503124
759.126521 -408.615164
759.126521 408.615164
760.126688 -408.727125
760.126688 408.727125
761.126854 -408.839005
761.126854 408.839005
762.127021 -408.950601
762.127021 408.950601
763.127188 -409.061777
763.127188 409.061777
764.127355 -409.172873
764.127355 409.172873
765.127521 -409.283890
765.127521 409.283890
766.127688 -409.394829
766.127688 409.394829
767.127855 -409.505689
767.127855 409.505689
768.128021 -409.616470
768.128021 409.616470
769.128188 -409.727173
769.128188 409.727173
770.128355 -409.837797
770.128355 409.837797
771.128521 -409.948157
771.128521 409.948157
772.128688 -410.058087
772.128688 410.058087
773.128855 -410.167940
773.128855 410.167940
774.129022 -410.277715
774.129022 410.277715
775.129188 -410.387413
775.129188 410.387413
776.129355 -410.497035
776.129355 410.497035
777.129522 -410.606579
777.129522 410.606579
778.129688 -410.716047
778.129688 410.716047
779.129855 -410.825438
779.129855 410.825438
780.130022 -410.934636
780.130022 410.934636
781.130188 -411.043343
781.130188 411.043343
782.130355 -411.151975
782.130355 411.151975
783.130522 -411.260530
783.130522 411.260530
784.130688 -411.369010
784.130688 411.369010
785.130855 -411.477415
785.130855 411.477415
786.131022 -411.585744
786.131022 411.585744
787.131189 -411.693998
787.131189 411.693998
788.131355 -411.802177
788.131355 411.802177
789.131522 -411.910281
789.131522 411.910281
790.131689 -412.017794
790.131689 412.017794
791.131855 -412.125225
791.131855 412.125225
792.132022 -412.232582
792.132022 412.232582
793.132189 -412.339865
793.132189 412.339865
794.132355 -412.447074
794.132355 412.447074
795.132522 -412.554210
795.132522 412.554210
796.132689 -412.661271
796.132689 412.661271
797.132855 -412.768260
797.132855 412.768260
798.133022 -412.875174
798.133022 412.875174
799.133189 -412.981682
799.133189 412.981682
800.133356 -413.087933
800.133356 413.087933
801.133522 -413.194113
801.133522 413.194113
802.133689 -413.300219
802.133689 413.300219
803.133856 -413.406254
803.133856 413.406254
804.134022 -413.512216
804.134022 413.512216
805.134189 -413.618106
805.134189 413.618106
806.134356 -413.723924
806.134356 413.723924
807.134522 -413.829670
807.134522 413.829670
808.134689 -413.935240
808.134689 413.935240
809.134856 -414.040333
809.134856 414.040333
810.135023 -414.145355
810.135023 414.145355
811.135189 -414.250306
811.135189 414.250306
812.135356 -414.355186
812.135356 414.355186
813.135523 -414.459995
813.135523 414.459995
814.135689 -414.564733
814.135689 414.564733
815.135856 -414.669401
815.135856 414.669401
816.136023 -414.773998
816.136023 414.773998
817.136189 -414.878525
817.136189 414.878525
818.136356 -414.982654
818.136356 414.982654
819.136523 -415.086538
819.136523 415.086538
820.136689 -415.190353
820.136689 415.190353
821.136856 -415.294098
821.136856 415.294098
822.137023 -415.397773
822.137023 415.397773
823.137190 -415.501380
823.137190 415.501380
824.137356 -415.604917
824.137356 415.604917
825.137523 -415.708385
825.137523 415.708385
826.137690 -415.811784
826.137690 415.811784
827.137856 -415.915114
827.137856 415.915114
828.138023 -416.017884
828.138023 416.017884
829.138190 -416.120582
829.138190 416.120582
830.138356 -416.223211
830.138356 416.223211
831.138523 -416.325772
831.138523 416.325772
832.138690 -416.428266
832.138690 416.428266
833.138856 -416.530691
833.138856 416.530691
834.139023 -416.633049
834.139023 416.633049
835.139190 -416.735340
835.139190 416.735340
836.139357 -416.837563
836.139357 416.837563
837.139523 -416.939609
837.139523 416.939609
838.139690 -417.041208
838.139690 417.041208
839.139857 -417.142741
839.139857 417.142741
840.140023 -417.244207
840.140023 417.244207
841.140190 -417.345606
841.140190 417.345606
842.140357 -417.446939
842.140357 417.446939
843.140523 -417.548205
843.140523 417.548205
844.140690 -417.649405
844.140690 417.649405
845.140857 -417.750539
845.140857 417.750539
846.141024 -417.851607
846.141024 417.851607
847.141190 -417.952444
847.141190 417.952444
848.141357 -418.052897
848.141357 418.052897
849.141524 -418.153286
849.141524 418.153286
850.141690 -418.253609
850.141690 418.253609
851.141857 -418.353867
851.141857 418.353867
852.142024 -418.454060
852.142024 418.454060
853.142190 -418.554188
853.142190 418.554188
854.142357 -418.654252
854.142357 418.654252
855.142524 -418.754250
855.142524 418.754250
856.142690 -418.854184
856.142690 418.854184
857.142857 -418.953886
857.142857 418.953886
858.143024 -419.053215
858.143024 419.053215
859.143191 -419.152480
859.143191 419.152480
860.143357 -419.251681
860.143357 419.251681
861.143524 -419.350818
861.143524 419.350818
862.143691 -419.449891
862.143691 419.449891
863.143857 -419.548901
863.143857 419.548901
864.144024 -419.647848
864.144024 419.647848
865.144191 -419.746731
865.144191 419.746731
866.144357 -419.845551
866.144357 419.845551
867.144524 -419.944191
867.144524 419.944191
868.144691 -420.042415
868.144691 420.042415
869.144857 -420.140577
869.144857 420.140577
870.145024 -420.238676
870.145024 420.238676
871.145191 -420.336712
871.145191 420.336712
872.145358 -420.434686
872.145358 420.434686
873.145524 -420.532598
873.145524 420.532598
874.145691 -420.630447
874.145691 420.630447
875.145858 -420.728234
875.145858 420.728234
876.146024 -420.825960
876.146024 420.825960
877.146191 -420.923611
877.146191 420.923611
878.146358 -421.020749
878.146358 421.020749
879.146524 -421.117826
879.146524 421.117826
880.146691 -421.214842
880.146691 421.214842
881.146858 -421.311797
881.146858 421.311797
882.147025 -421.408691
882.147025 421.408691
883.147191 -421.505523
883.147191 421.505523
884.147358 -421.602295
884.147358 421.602295
885.147525 -421.699006
885.147525 421.699006
886.147691 -421.795656
886.147691 421.795656
887.147858 -421.892246
887.147858 421.892246
888.148025 -421.988458
888.148025 421.988458
889.148191 -422.084470
889.148191 422.084470
890.148358 -422.180422
890.148358 422.180422
891.148525 -422.276314
891.148525 422.276314
892.148691 -422.372146
892.148691 422.372146
893.148858 -422.467918
893.148858 422.467918
894.149025 -422.563631
894.149025 422.563631
895.149192 -422.659284
895.149192 422.659284
896.149358 -422.754877
896.149358 422.754877
897.149525 -422.850412
897.149525 422.850412
898.149692 -422.945778
898.149692 422.945778
899.149858 -423.040743
899.149858 423.040743
900.150025 -423.135649
900.150025 423.135649
901.150192 -423.230497
901.150192 423.230497
902.150358 -423.325286
902.150358 423.325286
903.150525 -423.420016
903.150525 423.420016
904.150692 -423.514688
904.150692 423.514688
905.150858 -423.609301
905.150858 423.609301
906.151025 -423.703856
906.151025 423.703856
907.151192 -423.798353
907.151192 423.798353
908.151359 -423.892792
908.151359 423.892792
909.151525 -423.986875
909.151525 423.986875
910.151692 -424.080753
910.151692 424.080753
911.151859 -424.174574
911.151859 424.174574
912.152025 -424.268337
912.152025 424.268337
913.152192 -424.362043
913.152192 424.362043
914.152359 -424.455692
914.152359 424.455692
915.152525 -424.549284
915.152525 424.549284
916.152692 -424.642818
916.152692 424.642818
917.152859 -424.736295
917.152859 424.736295
918.153026 -424.829716
918.153026 424.829716
919.153192 -424.923079
919.153192 424.923079
920.153359 -425.015956
920.153359 425.015956
921.153526 -425.108768
921.153526 425.108768
922.153692 -425.201523
922.153692 425.201523
923.153859 -425.294222
923.153859 425.294222
924.154026 -425.386865
924.154026 425.386865
925.154192 -425.479452
925.154192 425.479452
926.154359 -425.571983
926.154359 425.571983
927.154526 -425.664458
927.154526 425.664458
928.154692 -425.756877
928.154692 425.756877
929.154859 -425.849241
929.154859 425.849241
930.155026 -425.941475
930.155026 425.941475
931.155193 -426.033295
931.155193 426.033295
932.155359 -426.125059
932.155359 426.125059
933.155526 -426.216768
933.155526 426.216768
934.155693 -426.308422
934.155693 426.308422
935.155859 -426.400021
935.155859 426.400021
936.156026 -426.491566
936.156026 426.491566
937.156193 -426.583055
937.156193 426.583055
938.156359 -426.674490
938.156359 426.674490
939.156526 -426.765870
939.156526 426.765870
940.156693 -426.857195
940.156693 426.857195
941.156859 -426.948365
941.156859 426.948365
942.157026 -427.039155
942.157026 427.039155
943.157193 -427.129891
943.157193 427.129891
944.157360 -427.220572
944.157360 427.220572
945.157526 -427.311200
945.157526 427.311200
946.157693 -427.401774
946.157693 427.401774
947.157860 -427.492294
947.157860 427.492294
948.158026 -427.582761
948.158026 427.582761
949.158193 -427.673174
949.158193 427.673174
950.158360 -427.763533
950.158360 427.763533
951.158526 -427.853839
951.158526 427.853839
952.158693 -427.944016
952.158693 427.944016
953.158860 -428.033795
953.158860 428.033795
954.159027 -428.123520
954.159027 428.123520
955.159193 -428.213193
955.159193 428.213193
956.159360 -428.302812
956.159360 428.302812
957.159527 -428.392379
957.159527 428.392379
958.159693 -428.481894
958.159693 428.481894
959.159860 -428.571355
959.159860 428.571355
960.160027 -428.660765
960.160027 428.660765
961.160193 -428.750121
961.160193 428.750121
962.160360 -428.839426
962.160360 428.839426
963.160527 -428.928678
963.160527 428.928678
964.160693 -429.017464
964.160693 429.017464
965.160860 -429.106197
965.160860 429.106197
966.161027 -429.194878
966.161027 429.194878
967.161194 -429.283507
967.161194 429.283507
968.161360 -429.372085
968.161360 429.372085
969.161527 -429.460611
969.161527 429.460611
970.161694 -429.549086
970.161694 429.549086
971.161860 -429.637509
971.161860 429.637509
972.162027 -429.725881
972.162027 429.725881
973.162194 -429.814201
973.162194 429.814201
974.162360 -429.902471
974.162360 429.902471
975.162527 -429.990407
975.162527 429.990407
976.162694 -430.078164
976.162694 430.078164
977.162860 -430.165871
977.162860 430.165871
978.163027 -430.253528
978.163027 430.253528
979.163194 -430.341133
979.163194 430.341133
980.163361 -430.428688
980.163361 430.428688
981.163527 -430.516193
981.163527 430.516193
982.163694 -430.603647
982.163694 430.603647
983.163861 -430.691051
983.163861 430.691051
984.164027 -430.778405
984.164027 430.778405
985.164194 -430.865709
985.164194 430.865709
986.164361 -430.952860
986.164361 430.952860
987.164527 -431.039659
987.164527 431.039659
988.164694 -431.126409
988.164694 431.126409
989.164861 -431.213109
989.164861 431.213109
990.165028 -431.299759
990.165028 431.299759
991.165194 -431.386360
991.165194 431.386360
992.165361 -431.472911
992.165361 431.472911
993.165528 -431.559413
993.165528 431.559413
994.165694 -431.645866
994.165694 431.645866
995.165861 -431.732270
995.165861 431.732270
996.166028 -431.818624
996.166028 431.818624
997.166194 -431.904929
997.166194 431.904929
998.166361 -431.990912
998.166361 431.990912
999.166528 -432.076720
999.166528 432.076720
1000.166694 -432.162480
1000.166694 432.162480
1001.166861 -432.248192
1001.166861 432.248192
1002.167028 -432.333855
1002.167028 432.333855
1003.167195 -432.419469
1003.167195 432.419469
1004.167361 -432.505035
1004.167361 432.505035
1005.167528 -432.590553
1005.167528 432.590553
1006.167695 -432.676023
1006.167695 432.676023
1007.167861 -432.761444
1007.167861 432.761444
1008.168028 -432.846817
1008.168028 432.846817
1009.168195 -432.932142
1009.168195 432.932142
1010.168361 -433.017030
1010.168361 433.017030
1011.168528 -433.101866
1011.168528 433.101866
1012.168695 -433.186654
1012.168695 433.186654
1013.168861 -433.271395
1013.168861 433.271395
1014.169028 -433.356088
1014.169028 433.356088
1015.169195 -433.440734
1015.169195 433.440734
1016.169362 -433.525333
1016.169362 433.525333
1017.169528 -433.609884
1017.169528 433.609884
1018.169695 -433.694388
1018.169695 433.694388
1019.169862 -433.778845
1019.169862 433.778845
1020.170028 -433.863255
1020.170028 433.863255
1021.170195 -433.947554
1021.170195 433.947554
1022.170362 -434.031482
1022.170362 434.031482
1023.170528 -434.115363
1023.170528 434.115363
1024.170695 -434.199197
1024.170695 434.199197
1025.170862 -434.282985
1025.170862 434.282985
1026.171029 -434.366726
1026.171029 434.366726
1027.171195 -434.450421
1027.171195 434.450421
1028.171362 -434.534070
1028.171362 434.534070
1029.171529 -434.617672
1029.171529 434.617672
1030.171695 -434.701227
1030.171695 434.701227
1031.171862 -434.784737
1031.171862 434.784737
1032.172029 -434.868201
1032.172029 434.868201
1033.172195 -434.951541
1033.172195 434.951541
1034.172362 -435.034530
1034.172362 435.034530
1035.172529 -435.117473
1035.172529 435.117473
1036.172695 -435.200370
1036.172695 435.200370
1037.172862 -435.283222
1037.172862 435.283222
1038.173029 -435.366028
1038.173029 435.366028
1039.173196 -435.448788
1039.173196 435.448788
1040.173362 -435.531503
1040.173362 435.531503
1041.173529 -435.614173
1041.173529 435.614173
1042.173696 -435.696798
1042.173696 435.696798
1043.173862 -435.779377
1043.173862 435.779377
1044.174029 -435.861911
1044.174029 435.861911
1045.174196 -435.944361
1045.174196 435.944361
1046.174362 -436.026427
1046.174362 436.026427
1047.174529 -436.108448
1047.174529 436.108448
1048.174696 -436.190425
1048.174696 436.190425
1049.174862 -436.272357
1049.174862 436.272357
1050.175029 -436.354244
1050.175029 436.354244
1051.175196 -436.436087
1051.175196 436.436087
1052.175363 -436.517885
1052.175363 436.517885
1053.175529 -436.599639
1053.175529 436.599639
1054.175696 -436.681348
1054.175696 436.681348
1055.175863 -436.763014
1055.175863 436.763014
1056.176029 -436.844634
1056.176029 436.844634
1057.176196 -436.926211
1057.176196 436.926211
1058.176363 -437.007420
1058.176363 437.007420
1059.176529 -437.088536
1059.176529 437.088536
1060.176696 -437.169608
1060.176696 437.169608
1061.176863 -437.250636
1061.176863 437.250636
1062.177030 -437.331621
1062.177030 437.331621
1063.177196 -437.412562
1063.177196 437.412562
1064.177363 -437.493459
1064.177363 437.493459
1065.177530 -437.574313
1065.177530 437.574313
1066.177696 -437.655123
1066.177696 437.655123
1067.177863 -437.735890
1067.177863 437.735890
1068.178030 -437.816614
1068.178030 437.816614
1069.178196 -437.897294
1069.178196 437.897294
1070.178363 -437.977748
1070.178363 437.977748
1071.178530 -438.057975
1071.178530 438.057975
1072.178696 -438.138158
1072.178696 438.138158
1073.178863 -438.218298
1073.178863 438.218298
1074.179030 -438.298396
1074.179030 438.298396
1075.179197 -438.378450
1075.179197 438.378450
1076.179363 -438.458462
1076.179363 438.458462
1077.179530 -438.538432
1077.179530 438.538432
1078.179697 -438.618358
1078.179697 438.618358
1079.179863 -438.698243
1079.179863 438.698243
1080.180030 -438.778084
1080.180030 438.778084
1081.180197 -438.857883
1081.180197 438.857883
1082.180363 -438.937640
1082.180363 438.937640
1083.180530 -439.016998
1083.180530 439.016998
1084.180697 -439.096308
1084.180697 439.096308
1085.180863 -439.175575
1085.180863 439.175575
1086.181030 -439.254801
1086.181030 439.254801
1087.181197 -439.333984
1087.181197 439.333984
1088.181364 -439.413126
1088.181364 439.413126
1089.181530 -439.492226
1089.181530 439.492226
1090.181697 -439.571284
1090.181697 439.571284
1091.181864 -439.650301
1091.181864 439.650301
1092.182030 -439.729276
1092.182030 439.729276
1093.182197 -439.808209
1093.182197 439.808209
1094.182364 -439.887100
1094.182364 439.887100
1095.182530 -439.965832
1095.182530 439.965832
1096.182697 -440.044283
1096.182697 440.044283
1097.182864 -440.122693
1097.182864 440.122693
1098.183031 -440.201061
1098.183031 440.201061
1099.183197 -440.279389
1099.183197 440.279389
1100.183364 -440.357675
1100.183364 440.357675
1101.183531 -440.435920
1101.183531 440.435920
1102.183697 -440.514125
1102.183697 440.514125
1103.183864 -440.592288
1103.183864 440.592288
1104.184031 -440.670411
1104.184031 440.670411
1105.184197 -440.748493
1105.184197 440.748493
1106.184364 -440.826534
1106.184364 440.826534
1107.184531 -440.904534
1107.184531 440.904534
1108.184697 -440.982306
1108.184697 440.982306
1109.184864 -441.059872
1109.184864 441.059872
1110.185031 -441.137398
1110.185031 441.137398
1111.185198 -441.214883
1111.185198 441.214883
1112.185364 -441.292328
1112.185364 441.292328
1113.185531 -441.369733
1113.185531 441.369733
1114.185698 -441.447098
1114.185698 441.447098
1115.185864 -441.524423
1115.185864 441.524423
1116.186031 -441.601707
1116.186031 441.601707
1117.186198 -441.678952
1117.186198 441.678952
1118.186364 -441.756157
1118.186364 441.756157
1119.186531 -441.833322
1119.186531 441.833322
1120.186698 -441.910446
1120.186698 441.910446
1121.186864 -441.987326
1121.186864 441.987326
1122.187031 -442.064023
1122.187031 442.064023
1123.187198 -442.140680
1123.187198 442.140680
1124.187365 -442.217298
1124.187365 442.217298
1125.187531 -442.293877
1125.187531 442.293877
1126.187698 -442.370416
1126.187698 442.370416
1127.187865 -442.446916
1127.187865 442.446916
1128.188031 -442.523377
1128.188031 442.523377
1129.188198 -442.599798
1129.188198 442.599798
1130.188365 -442.676180
1130.188365 442.676180
1131.188531 -442.752523
1131.188531 442.752523
1132.188698 -442.828827
1132.188698 442.828827
1133.188865 -442.905092
1133.188865 442.905092
1134.189032 -442.981145
1134.189032 442.981145
1135.189198 -443.056988
1135.189198 443.056988
1136.189365 -443.132793
1136.189365 443.132793
1137.189532 -443.208559
1137.189532 443.208559
1138.189698 -443.284286
1138.189698 443.284286
1139.189865 -443.359975
1139.189865 443.359975
1140.190032 -443.435625
1140.190032 443.435625
1141.190198 -443.511237
1141.190198 443.511237
1142.190365 -443.586810
1142.190365 443.586810
1143.190532 -443.662345
1143.190532 443.662345
1144.190698 -443.737841
1144.190698 443.737841
1145.190865 -443.813299
1145.190865 443.813299
1146.191032 -443.888719
1146.191032 443.888719
1147.191199 -443.964010
1147.191199 443.964010
1148.191365 -444.039014
1148.191365 444.039014
1149.191532 -444.113981
1149.191532 444.113981
1150.191699 -444.188909
1150.191699 444.188909
1151.191865 -444.263800
1151.191865 444.263800
1152.192032 -444.338653
1152.192032 444.338653
1153.192199 -444.413468
1153.192199 444.413468
1154.192365 -444.488245
1154.192365 444.488245
1155.192532 -444.562985
1155.192532 444.562985
1156.192699 -444.637687
1156.192699 444.637687
1157.192865 -444.712351
1157.192865 444.712351
1158.193032 -444.786978
1158.193032 444.786978
1159.193199 -444.861568
1159.193199 444.861568
1160.193366 -444.936119
1160.193366 444.936119
1161.193532 -445.010339
1161.193532 445.010339
1162.193699 -445.084482
1162.193699 445.084482
1163.193866 -445.158587
1163.193866 445.158587
1164.194032 -445.232656
1164.194032 445.232656
1165.194199 -445.306687
1165.194199 445.306687
1166.194366 -445.380681
1166.194366 445.380681
1167.194532 -445.454639
1167.194532 445.454639
1168.194699 -445.528559
1168.194699 445.528559
1169.194866 -445.602443
1169.194866 445.602443
1170.195033 -445.676289
1170.195033 445.676289
1171.195199 -445.750099
1171.195199 445.750099
1172.195366 -445.823872
1172.195366 445.823872
1173.195533 -445.897608
1173.195533 445.897608
1174.195699 -445.971195
1174.195699 445.971195
1175.195866 -446.044528
1175.195866 446.044528
1176.196033 -446.117824
1176.196033 446.117824
1177.196199 -446.191084
1177.196199 446.191084
1178.196366 -446.264308
1178.196366 446.264308
1179.196533 -446.337496
1179.196533 446.337496
1180.196699 -446.410647
1180.196699 446.410647
1181.196866 -446.483762
1181.196866 446.483762
1182.197033 -446.556841
1182.197033 446.556841
1183.197200 -446.629884
1183.197200 446.629884
1184.197366 -446.702890
1184.197366 446.702890
1185.197533 -446.775861
1185.197533 446.775861
1186.197700 -446.848795
1186.197700 446.848795
1187.197866 -446.921694
1187.197866 446.921694
1188.198033 -446.994344
1188.198033 446.994344
1189.198200 -447.066845
1189.198200 447.066845
1190.198366 -447.139310
1190.198366 447.139310
1191.198533 -447.211740
1191.198533 447.211740
1192.198700 -447.284135
1192.198700 447.284135
1193.198866 -447.356493
1193.198866 447.356493
1194.199033 -447.428817
1194.199033 447.428817
1195.199200 -447.501104
1195.199200 447.501104
1196.199367 -447.573356
1196.199367 447.573356
1197.199533 -447.645573
1197.199533 447.645573
1198.199700 -447.717755
1198.199700 447.717755
1199.199867 -447.789901
1199.199867 447.789901
1200.200033 -447.862012
1200.200033 447.862012
1201.200200 -447.934088
1201.200200 447.934088
1202.200367 -448.005869
1202.200367 448.005869
1203.200533 -448.077553
1203.200533 448.077553
1204.200700 -448.149202
1204.200700 448.149202
1205.200867 -448.220816
1205.200867 448.220816
1206.201034 -448.292396
1206.201034 448.292396
1207.201200 -448.363940
1207.201200 448.363940
1208.201367 -448.435450
1208.201367 448.435450
1209.201534 -448.506925
1209.201534 448.506925
1210.201700 -448.578365
1210.201700 448.578365
1211.201867 -448.649770
1211.201867 448.649770
1212.202034 -448.721141
1212.202034 448.721141
1213.202200 -448.792478
1213.202200 448.792478
1214.202367 -448.863779
1214.202367 448.863779
1215.202534 -448.935046
1215.202534 448.935046
1216.202700 -449.006024
1216.202700 449.006024
1217.202867 -449.076905
1217.202867 449.076905
1218.203034 -449.147752
1218.203034 449.147752
1219.203201 -449.218565
1219.203201 449.218565
1220.203367 -449.289344
1220.203367 449.289344
1221.203534 -449.360089
1221.203534 449.360089
1222.203701 -449.430799
1222.203701 449.430799
1223.203867 -449.501475
1223.203867 449.501475
1224.204034 -449.572118
1224.204034 449.572118
1225.204201 -449.642726
1225.204201 449.642726
1226.204367 -449.713300
1226.204367 449.713300
1227.204534 -449.783841
1227.204534 449.783841
1228.204701 -449.854347
1228.204701 449.854347
1229.204867 -449.924820
1229.204867 449.924820
1230.205034 -449.995058
1230.205034 449.995058
1231.205201 -450.065150
1231.205201 450.065150
1232.205368 -450.135209
1232.205368 450.135209
1233.205534 -450.205234
1233.205534 450.205234
1234.205701 -450.275226
1234.205701 450.275226
1235.205868 -450.345185
1235.205868 450.345185
1236.206034 -450.415110
1236.206034 450.415110
1237.206201 -450.485001
1237.206201 450.485001
1238.206368 -450.554859
1238.206368 450.554859
1239.206534 -450.624684
1239.206534 450.624684
1240.206701 -450.694476
1240.206701 450.694476
1241.206868 -450.764234
1241.206868 450.764234
1242.207035 -450.833959
1242.207035 450.833959
1243.207201 -450.903651
1243.207201 450.903651
1244.207368 -450.973210
1244.207368 450.973210
1245.207535 -451.042527
1245.207535 451.042527
1246.207701 -451.111812
1246.207701 451.111812
1247.207868 -451.181063
1247.207868 451.181063
1248.208035 -451.250281
1248.208035 451.250281
1249.208201 -451.319467
1249.208201 451.319467
1250.208368 -451.388620
1250.208368 451.388620
1251.208535 -451.457740
1251.208535 451.457740
1252.208701 -451.526827
1252.208701 451.526827
1253.208868 -451.595882
1253.208868 451.595882
1254.209035 -451.664904
1254.209035 451.664904
1255.209202 -451.733893
1255.209202 451.733893
1256.209368 -451.802850
1256.209368 451.802850
1257.209535 -451.871774
1257.209535 451.871774
1258.209702 -451.940666
1258.209702 451.940666
1259.209868 -452.009271
1259.209868 452.009271
1260.210035 -452.077793
1260.210035 452.077793
1261.210202 -452.146284
1261.210202 452.146284
1262.210368 -452.214742
1262.210368 452.214742
1263.210535 -452.283168
1263.210535 452.283168
1264.210702 -452.351562
1264.210702 452.351562
1265.210868 -452.419923
1265.210868 452.419923
1266.211035 -452.488253
1266.211035 452.488253
1267.211202 -452.556550
1267.211202 452.556550
1268.211369 -452.624816
1268.211369 452.624816
1269.211535 -452.693049
1269.211535 452.693049
1270.211702 -452.761251
1270.211702 452.761251
1271.211869 -452.829420
1271.211869 452.829420
1272.212035 -452.897558
1272.212035 452.897558
1273.212202 -452.965608
1273.212202 452.965608
1274.212369 -453.033382
1274.212369 453.033382
1275.212535 -453.101124
1275.212535 453.101124
1276.212702 -453.168834
1276.212702 453.168834
1277.212869 -453.236513
1277.212869 453.236513
1278.213036 -453.304161
1278.213036 453.304161
1279.213202 -453.371776
1279.213202 453.371776
1280.213369 -453.439361
1280.213369 453.439361
1281.213536 -453.506914
1281.213536 453.506914
1282.213702 -453.574435
1282.213702 453.574435
1283.213869 -453.641926
1283.213869 453.641926
1284.214036 -453.709384
1284.214036 453.709384
1285.214202 -453.776812
1285.214202 453.776812
1286.214369 -453.844208
1286.214369 453.844208
1287.214536 -453.911573
1287.214536 453.911573
1288.214702 -453.978797
1288.214702 453.978797
1289.214869 -454.045803
1289.214869 454.045803
